
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)     Med (ns)    Min (ns)    Max (ns)   StdDev (ns)    Style                                                   Range                                                
      0.0            97803         33        2963.7       2760.0       2510        4731         558.2  PushPop   myelin-exec:__myl_SiluMul_myl64_4                                                                   
      0.0            97653         33        2959.2       2730.0       2460        6190         729.8  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl84_2                                           
      0.0            97171         33        2944.6       2720.0       2500        5450         626.4  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl86_2                                           
      0.0            96991         33        2939.1       2730.0       2460        4211         498.0  PushPop   myelin-exec:__myl_SiluMul_myl70_4                                                                   
      0.0            96411         33        2921.5       2720.0       2360        4580         533.8  PushPop   myelin-exec:__myl_SiluMul_myl86_4                                                                   
      0.0            96221         33        2915.8       2660.0       2440        6180         720.6  PushPop   myelin-exec:__myl_SiluMul_myl74_4                                                                   
      0.0            96202         33        2915.2       2641.0       2441        4820         596.1  PushPop   myelin-exec:__myl_SiluMul_myl90_4                                                                   
      0.0            96180         33        2914.5       2700.0       2380        4920         586.2  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl72_2                                           
      0.0            96081         33        2911.5       2670.0       2470        4780         544.6  PushPop   myelin-exec:__myl_SiluMul_myl94_4                                                                   
      0.0            96023         33        2909.8       2751.0       2471        4260         417.1  PushPop   myelin-exec:__myl_SiluMul_myl100_4                                                                  
      0.0            95880         33        2905.5       2730.0       2490        5330         589.5  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl70_2                                           
      0.0            95470         33        2893.0       2710.0       2350        4850         561.6  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl90_2                                           
      0.0            95450         33        2892.4       2730.0       2460        5050         520.9  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl76_2                                           
      0.0            95371         33        2890.0       2730.0       2420        4300         470.6  PushPop   myelin-exec:__myl_SiluMul_myl66_4                                                                   
      0.0            95351         33        2889.4       2700.0       2480        5280         616.8  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl82_2                                           
      0.0            95291         33        2887.6       2690.0       2400        4560         527.6  PushPop   myelin-exec:__myl_SiluMul_myl82_4                                                                   
      0.0            94751         33        2871.2       2640.0       2410        4840         586.0  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl94_2                                           
      0.0            94540         33        2864.8       2690.0       2430        4570         501.1  PushPop   myelin-exec:__myl_SiluMul_myl88_4                                                                   
      0.0            94431         33        2861.5       2650.0       2340        5911         769.6  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl74_2                                           
      0.0            93711         33        2839.7       2690.0       2400        4260         494.1  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl84_6                                           
      0.0            93710         33        2839.7       2690.0       2420        4030         431.8  PushPop   myelin-exec:__myl_SiluMul_myl92_4                                                                   
      0.0            93671         33        2838.5       2720.0       2450        4250         431.3  PushPop   myelin-exec:__myl_SiluMul_myl78_4                                                                   
      0.0            93482         33        2832.8       2710.0       2481        4950         465.2  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl60_6                                           
      0.0            93411         33        2830.6       2640.0       2440        5140         545.3  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl78_2                                           
      0.0            93302         33        2827.3       2640.0       2440        4740         576.4  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl88_2                                           
      0.0            93041         33        2819.4       2650.0       2370        4670         505.3  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl72_6                                           
      0.0            92901         33        2815.2       2620.0       2450        5150         585.6  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl66_2                                           
      0.0            92670         33        2808.2       2630.0       2410        5030         565.3  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl100_2                                          
      0.0            92240         33        2795.2       2600.0       2350        4470         533.6  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl98_2                                           
      0.0            91692         33        2778.5       2620.0       2370        4340         429.9  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl80_6                                           
      0.0            91440         33        2770.9       2670.0       2420        3580         294.7  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl68_6                                           
      0.0            91281         33        2766.1       2550.0       2370        4920         543.1  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl96_2                                           
      0.0            91172         33        2762.8       2640.0       2400        4160         397.1  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl76_6                                           
      0.0            91091         33        2760.3       2700.0       2330        4400         390.1  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl66_6                                           
      0.0            90861         33        2753.4       2630.0       2400        4230         394.3  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl64_6                                           
      0.0            90522         33        2743.1       2550.0       2380        3770         394.8  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl94_6                                           
      0.0            89692         33        2717.9       2600.0       2350        3651         351.5  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl90_6                                           
      0.0            89642         33        2716.4       2570.0       2360        3660         335.7  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl98_6                                           
      0.0            89342         33        2707.3       2630.0       2340        4320         386.3  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl86_6                                           
      0.0            88951         33        2695.5       2580.0       2400        3840         305.5  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl88_6                                           
      0.0            88130         33        2670.6       2640.0       2370        3330         216.0  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl70_6                                           
      0.0            87543         33        2652.8       2560.0       2381        3700         295.5  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl100_6                                          
      0.0            87091         33        2639.1       2570.0       2370        4390         409.2  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl92_6                                           
      0.0            86681         33        2626.7       2560.0       2430        3140         184.9  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl78_6                                           
      0.0            86671         33        2626.4       2500.0       2310        4600         398.4  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl96_6                                           
      0.0            86601         33        2624.3       2560.0       2340        3070         207.8  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl82_6                                           
      0.0            86251         33        2613.7       2570.0       2370        3220         184.8  PushPop   myelin-exec:__myl_CastMulMeanAddSqrtDivMulCastMul_myl74_6                                           
      0.0            77684         97         800.9        600.0        290        2700         461.6  StartEnd  myelin-exec:myelinTensorGetMemory                                                                   
      0.0            35472         33        1074.9        961.0        810        3570         470.3  PushPop   TensorRT:Reformatting CopyNode for Network Input kv_cache_block_offsets                             
      0.0            27542         33         834.6        770.0        580        2050         271.6  PushPop   TensorRT:Reformatting CopyNode for Network Input cache_indirection                                  
      0.0            23250         33         704.5        590.0        500        2440         345.7  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            22011          2       11005.5      11005.5       2480       19531       12056.9  StartEnd  :compilerDeinitialize                                                                               
      0.0            19380         33         587.3        480.0        260        2720         450.1  PushPop   TensorRT:Reformatting CopyNode for Network Input host_kv_cache_pool_pointers                        
      0.0            19200         33         581.8        180.0        100       11580        1980.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            18700         33         566.7        310.0        250        4630         894.3  PushPop   myelin-exec:__mye76_0_myl14_0                                                                       
      0.0            14330         33         434.2        180.0        100        6700        1139.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            13850         33         419.7        340.0        200        1370         234.1  PushPop   TensorRT:Reformatting CopyNode for Network Input host_kv_cache_block_offsets                        
      0.0            12810         33         388.2        260.0        170        3170         526.0  PushPop   TensorRT:Reformatting CopyNode for Network Input host_runtime_perf_knobs                            
      0.0            12400         33         375.8        280.0        200        1030         204.8  PushPop   TensorRT:Reformatting CopyNode for Network Input sequence_length                                    
      0.0            12360         33         374.5        170.0        100        3030         615.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            12110         33         367.0        180.0        100        5050         851.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            12090         33         366.4        170.0        100        3080         657.4  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            12050         33         365.2        210.0        150        2740         458.8  PushPop   TensorRT:Reformatting CopyNode for Network Input host_request_types                                 
      0.0            11880         33         360.0        200.0        130        3450         574.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            11790         33         357.3        210.0        140        2560         426.5  PushPop   TensorRT:Reformatting CopyNode for Network Input host_max_attention_window_sizes                    
      0.0            11680         33         353.9        290.0        180         930         194.0  PushPop   TensorRT:Reformatting CopyNode for Network Input host_kv_cache_pool_mapping                         
      0.0            11660         33         353.3        220.0        110        3660         612.7  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            11560         33         350.3        270.0        160         820         175.6  PushPop   TensorRT:Reformatting CopyNode for Network Input host_past_key_value_lengths                        
      0.0            10781         33         326.7        160.0        100        3630         611.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10620         33         321.8        160.0        110        3710         622.4  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10570         33         320.3        190.0        100        3130         521.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10530         33         319.1        160.0        100        3820         644.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10470         33         317.3        230.0        160        1030         193.1  PushPop   TensorRT:Reformatting CopyNode for Network Input host_context_lengths                               
      0.0            10411         33         315.5        180.0        100        2921         491.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10390         33         314.8        180.0        110        2490         420.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0            10330         33         313.0        200.0        100        3120         518.4  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9950         33         301.5        170.0        100        3360         563.9  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9940         33         301.2        190.0        100        2730         453.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9860         33         298.8        170.0        100        2790         465.5  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9720         33         294.5        190.0        100        2680         442.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9710         33         294.2        210.0        160         990         192.8  PushPop   TensorRT:Reformatting CopyNode for Network Input context_lengths                                    
      0.0             9630         33         291.8        180.0         90        2400         439.9  PushPop   myelin-exec:__mye556_0_myl72_0                                                                      
      0.0             9550         33         289.4        170.0         90        2720         455.7  PushPop   myelin-exec:__mye556_0_myl66_0                                                                      
      0.0             9410         33         285.2        220.0        150         890         166.7  PushPop   TensorRT:Reformatting CopyNode for Network Input host_sink_token_length                             
      0.0             9350         33         283.3        160.0        100        2360         400.9  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9320         33         282.4        160.0        100        2790         463.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9250         33         280.3        200.0        150        1070         186.2  PushPop   TensorRT:Reformatting CopyNode for Network Input host_context_progress                              
      0.0             9232         33         279.8        170.0        110        2301         380.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9160         33         277.6        190.0        100        1270         228.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             9140         33         277.0        170.0         90        3050         505.4  PushPop   myelin-exec:__mye556_0_myl64_0                                                                      
      0.0             9110         33         276.1        170.0        100        2550         423.7  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             8850         33         268.2        200.0        140         750         152.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             8840         33         267.9        160.0        100        2670         456.2  PushPop   myelin-exec:__mye556_0_myl96_0                                                                      
      0.0             8430         33         255.5        210.0        100         600         142.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             8421         33         255.2        150.0        100        2340         389.4  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             8340         33         252.7        170.0         90        1330         244.1  PushPop   myelin-exec:__mye556_0_myl62_0                                                                      
      0.0             8320         33         252.1        190.0         90        1790         289.8  PushPop   myelin-exec:__mye556_0_myl90_0                                                                      
      0.0             8200         33         248.5        190.0        110         610         152.5  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7950         33         240.9        160.0         90        1630         282.4  PushPop   myelin-exec:__mye556_0_myl76_0                                                                      
      0.0             7940         33         240.6        170.0        110         710         154.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7880         33         238.8        180.0        100        1000         198.0  PushPop   myelin-exec:__mye556_0_myl60_0                                                                      
      0.0             7861         33         238.2        200.0        110         620         112.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7810         33         236.7        170.0        100         720         154.5  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7790         33         236.1        190.0        110         660         143.0  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7780         33         235.8        190.0         90         760         147.3  PushPop   myelin-exec:__mye556_0_myl88_0                                                                      
      0.0             7720         33         233.9        180.0         90        1420         228.1  PushPop   myelin-exec:__mye556_0_myl80_0                                                                      
      0.0             7700         33         233.3        170.0        100        1440         239.3  PushPop   myelin-exec:__mye556_0_myl86_0                                                                      
      0.0             7680         33         232.7        180.0        100         660         146.6  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7670         33         232.4        160.0        100         690         170.4  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7580         33         229.7        170.0         90        1540         255.6  PushPop   myelin-exec:__mye556_0_myl94_0                                                                      
      0.0             7480         33         226.7        190.0        100         670         127.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7370         33         223.3        170.0        100         900         175.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7300         33         221.2        160.0        100         790         169.1  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7270         33         220.3        190.0         90         730         157.3  PushPop   myelin-exec:__mye556_0_myl92_0                                                                      
      0.0             7091         33         214.9        170.0        100         670         133.7  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7060         33         213.9        180.0        100         610         114.3  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7060         33         213.9        170.0        100         780         141.2  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             7030         33         213.0        190.0         90         480         108.4  PushPop   myelin-exec:__mye556_0_myl70_0                                                                      
      0.0             6980         33         211.5        160.0         90        1400         228.5  PushPop   myelin-exec:__mye556_0_myl100_0                                                                     
      0.0             6810         33         206.4        170.0        110         720         120.0  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             6680         33         202.4        180.0         90         490          96.2  PushPop   myelin-exec:__mye556_0_myl74_0                                                                      
      0.0             6640         33         201.2        160.0        110         550         116.0  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             6371         33         193.1        150.0        100         610         117.8  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L761/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             6260         33         189.7        170.0         90         690         114.1  PushPop   myelin-exec:__mye556_0_myl84_0                                                                      
      0.0             6220         33         188.5        180.0         90         590         101.9  PushPop   myelin-exec:__mye556_0_myl98_0                                                                      
      0.0             6170         33         187.0        170.0        100         510          87.4  PushPop   myelin-exec:__mye556_0_myl68_0                                                                      
      0.0             6060         33         183.6        160.0         90         630         120.4  PushPop   myelin-exec:__mye586_0_myl102_0                                                                     
      0.0             6040         33         183.0        170.0        100         520          98.5  PushPop   myelin-exec:__mye556_0_myl82_0                                                                      
      0.0             5980         33         181.2        160.0        100         640         107.1  PushPop   TensorRT:LLaMAForCausalLM/fill_attention_params_L762/value_L157/get_tensor_L148/get_constant_tensor…
      0.0             5690         33         172.4        170.0         90         410          68.6  PushPop   myelin-exec:__mye556_0_myl78_0                                                                      
      0.0             5520          2        2760.0       2760.0       2370        3150         551.5  StartEnd  :compilerInitialize                                                                                 

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)     Min (ns)    Max (ns)    StdDev (ns)            Name         
 --------  ---------------  ---------  ------------  -------------  ---------  -----------  ------------  ----------------------
     75.1    3234491492044      30639   105567789.2     20066288.0       6780   5378607319   561656792.3  pthread_cond_wait     
     10.1     435334569643       1262   344956077.4         1690.0       1000  48841369567  2756485572.2  epoll_wait            
      2.5     105549579521       6028    17509883.8        29225.5       1000  42819456064   556035455.7  poll                  
      2.4     102859329941      24425     4211231.5        67741.0       1000   2267959830    31926849.8  pthread_mutex_lock    
      2.3     100183863415      38826     2580329.2         2250.0       1000  42822259764   309283147.7  read                  
      2.3      99656184075         28  3559149431.3   2002171074.5   16873932  49831349371  9080347445.0  select                
      1.9      82101883076         10  8210188307.6  10000150119.0  881357153  10000221700  3774446590.6  sem_clockwait         
      1.5      65778748465       2205    29831632.0        20401.0       6700  42821313630   952791315.8  sem_wait              
      1.2      52242466646       2847    18350005.8      1055405.0      51491   1000235720   127659849.3  clock_nanosleep       
      0.2       8002683644         35   228648104.1        60941.0      13820   4000298921   942042823.7  sem_timedwait         
      0.2       6590368515       2266     2908370.9         7415.0       1000   1838536085    56838071.1  futex                 
      0.2       6564469942        335    19595432.7     18619298.0      16560     45736216     9256771.6  pthread_spin_lock     
      0.0       1187558380      13651       86994.2        24111.0       1000     78718040      748735.3  ioctl                 
      0.0       1137490368       5174      219847.4        15840.0       6491     55082781     1725213.8  pthread_join          
      0.0        903152666     199964        4516.6         3225.5       1000      1092336       31518.8  stat64                
      0.0        818252751      35307       23175.4         4140.0       1000      2136301      122322.6  open64                
      0.0        770315079       2633      292561.7         1690.0       1010    737476848    14379080.3  write                 
      0.0        308316972     145184        2123.6         1730.0       1000       252434        1641.2  lstat64               
      0.0        281571272          4    70392818.0     88463645.0    4509784    100134198    45278126.4  pthread_cond_clockwait
      0.0        274271431       5682       48270.2        39615.5      17971      1871847       47310.5  pthread_create        
      0.0        210845159       3045       69243.1         1590.0       1030     33346829     1131241.3  fopen                 
      0.0        177693670         36     4935935.3      3894151.0     851152     25871741     4383883.5  fork                  
      0.0        167870032        129     1301318.1       175582.0       2480      5101683     2072106.0  pthread_cond_timedwait
      0.0        100371539         29     3461087.6      2985303.0      15880     10160016     2836058.0  pthread_rwlock_wrlock 
      0.0         82534376        123      671011.2         5571.0       1180     22763406     3619321.0  open                  
      0.0         79734131         82      972367.5         9345.0       1050     41221292     4933429.9  waitpid               
      0.0         77688804      17808        4362.6         2800.0       1330     21613890      161952.6  openat                
      0.0         68448520      23366        2929.4         1810.0       1000      1285538       20899.0  pthread_cond_signal   
      0.0         52721681      37387        1410.2         1300.0       1000        37151         563.9  fstat64               
      0.0         48099990        776       61984.5        61760.5      35190        91381        4874.0  sleep                 
      0.0         41095071       3505       11724.7        14130.0       1000       109242        5712.9  fgets                 
      0.0         40551710          8     5068963.8      5059867.5    5056102      5129024       24760.8  nanosleep             
      0.0         22083077          1    22083077.0     22083077.0   22083077     22083077           0.0  fsync                 
      0.0         21135023      12267        1722.9         1280.0       1000       524167        6859.8  close                 
      0.0         14817060       4996        2965.8         1665.5       1000       843142       19381.2  mmap64                
      0.0         10284704        189       54416.4         3000.0       1020      1547682      154135.1  pthread_cond_broadcast
      0.0          6942877        160       43393.0        14495.5       1400       238943       62266.6  fwrite                
      0.0          5598704         34      164667.8        77686.5      10490      3547161      598175.2  connect               
      0.0          4701687          5      940337.4         2490.0       1170      2813860     1326719.8  pread                 
      0.0          4427223         54       81985.6         4540.0       1000      1074275      237468.5  munmap                
      0.0          3094776        854        3623.9         3340.0       1000        40960        2972.0  stat                  
      0.0          2945942          6      490990.3        50030.0      15981      2742270     1103024.5  pthread_rwlock_rdlock 
      0.0          2496995         16      156062.2       156162.0     152552       159352        2279.5  usleep                
      0.0          1764280        357        4942.0         2110.0       1000        41470        8209.2  socket                
      0.0          1713352         88       19469.9        11040.0       1451        68141       16450.8  writev                
      0.0          1579065        172        9180.6         7935.0       1060        31121        6468.5  fread                 
      0.0          1540173        591        2606.0         1990.0       1000        11330        1727.2  fclose                
      0.0          1485770         81       18342.8        11430.0       1300       704840       77626.9  fopen64               
      0.0          1406689         61       23060.5         5020.0       1030       617509       93268.9  recv                  
      0.0          1227473        385        3188.2         2510.0       1000        25870        2382.8  epoll_ctl             
      0.0           836132         44       19003.0        10370.5       4560        83292       18609.6  send                  
      0.0           677193        174        3891.9         2570.0       1000        17221        3228.7  fcntl                 
      0.0           655640         12       54636.7         8805.0       7060       458357      130616.2  backtrace             
      0.0           350167         94        3725.2         2860.5       1420        11210        2348.8  pipe2                 
      0.0           290474          8       36309.3        22110.0       1170       102532       39818.9  signal                
      0.0           203383          9       22598.1        14140.0       6400        47281       16039.5  posix_fallocate       
      0.0           190803          1      190803.0       190803.0     190803       190803           0.0  sendfile64            
      0.0           162622          8       20327.8        17205.0       3420        41730       15381.1  shutdown              
      0.0           160742         28        5740.8         5030.0       2620         9860        2180.1  fstatat               
      0.0           157282         67        2347.5         2120.0       1000        15280        1726.8  fflush                
      0.0           150141         27        5560.8         3770.0       1230        19760        4950.2  putc                  
      0.0           143454         19        7550.2         6451.0       1390        21471        5413.4  shmget                
      0.0           124343         19        6544.4         3510.0       1060        29691        7112.7  sendmsg               
      0.0           121641         81        1501.7         1310.0       1000         3730         523.8  fputs                 
      0.0           115740         40        2893.5         2040.0       1020        23840        3610.7  mprotect              
      0.0           101531         18        5640.6         4205.0       1170        17651        4022.3  mmap                  
      0.0           100602         33        3048.5         1930.0       1000         8850        2287.6  bind                  
      0.0            91241         10        9124.1         6395.0       1170        23711        9226.4  close_range           
      0.0            86890          8       10861.3        11000.0       5130        15930        3239.6  socketpair            
      0.0            85892          5       17178.4        17940.0      15271        18830        1712.3  accept4               
      0.0            63221         21        3010.5         1590.0       1000        27601        5673.3  sigaction             
      0.0            52100         12        4341.7         3495.0       1500         9440        2541.8  pipe                  
      0.0            46920         10        4692.0         4420.0       2590         7710        1637.4  lstat                 
      0.0            45141          9        5015.7         2790.0       2410        15061        4260.5  statx                 
      0.0            43501          8        5437.6         3020.0       1360        13651        4932.9  process_vm_readv      
      0.0            42190          8        5273.8         4850.0       2950        11350        2770.6  process_vm_writev     
      0.0            38270          2       19135.0        19135.0      18220        20050        1294.0  sendto                
      0.0            36790          4        9197.5         8925.0       6700        12240        2499.5  accept                
      0.0            36611         21        1743.4         1490.0       1070         5530         929.9  fstat                 
      0.0            31590          2       15795.0        15795.0      14660        16930        1605.1  shmdt                 
      0.0            31081         16        1942.6         1750.0       1130         3370         744.6  recvmsg               
      0.0            24612         14        1758.0         1450.0       1030         3840         804.3  shmctl                
      0.0            23271          6        3878.5         4000.5       1190         5340        1500.3  flock                 
      0.0            19310         11        1755.5         1720.0       1010         2370         545.9  listen                
      0.0            15610          5        3122.0         2260.0       1630         7300        2352.0  fcntl64               
      0.0            13400          2        6700.0         6700.0       6410         6990         410.1  shmat                 
      0.0            12860          2        6430.0         6430.0       6360         6500          99.0  fstatat64             
      0.0            12310          2        6155.0         6155.0       4980         7330        1661.7  openat64              
      0.0             8180          2        4090.0         4090.0       1360         6820        3860.8  fdopen                
      0.0             7140          2        3570.0         3570.0       3040         4100         749.5  fputs_unlocked        
      0.0             6280          1        6280.0         6280.0       6280         6280           0.0  ftruncate             
      0.0             5040          2        2520.0         2520.0       2180         2860         480.8  recvfrom              
      0.0             4320          2        2160.0         2160.0       1890         2430         381.8  dup2                  
      0.0             3660          2        1830.0         1830.0       1810         1850          28.3  getentropy            
      0.0             3420          3        1140.0         1140.0       1000         1280         140.0  pthread_mutex_trylock 

Processing [report1.sqlite] with [/usr/local/cuda-12.9/NsightSystems-cli-2025.3.1/target-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls   Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)                        Name                      
 --------  ---------------  ---------  ----------  ---------  --------  ---------  -----------  ------------------------------------------------
     27.0       1218658201      14789     82403.0    55751.0     18240    5449858      83202.5  cuModuleLoadFatBinary                           
